skaterFullName,ppPoints,teamAbbrevs,gamesPlayed,shoots,position,ppUnit,vs,avgPowerplayToi,row,date,team_PEN/GP,team_PP%,team_PK%,team_G,team_GA,enemy_PEN/GP,enemy_PP%,enemy_PK%,enemy_G,enemy_GA,scored,PPGF,PPG/PG,PPO/PG,PPTOI/PG,PEN,PENMin,PENSeconds/PG,PENDrawn/GP,PPGA,PKTIO/PG,PPGF_enemy,PPG/PG_enemy,PPO/PG_enemy,PPTOI/PG_enemy,PEN_enemy,PENMin_enemy,PENSeconds/PG_enemy,PENDrawn/GP_enemy,PPGA_enemy,PKTIO/PG_enemy
Adam Fantilli,2,CBJ,38,L,C,2.0,BOS,01:20,8,2024-01-02,3.453449,0.15384,0.80952,119.0,139.0,4.53124,0.27358,0.8582,112,91,0,16.0,0.42105,2.73684,291.0,133.0,308.0,486.0,3.375551,20.0,281.552631,29.0,0.82857,3.02857,274.571428,161.0,383.0,656.0,3.799487,19.0,373.657142
Johnny Gaudreau,9,CBJ,38,L,L,2.0,BOS,02:30,9,2024-01-02,3.453449,0.15384,0.80952,119.0,139.0,4.53124,0.27358,0.8582,112,91,0,16.0,0.42105,2.73684,291.0,133.0,308.0,486.0,3.375551,20.0,281.552631,29.0,0.82857,3.02857,274.571428,161.0,383.0,656.0,3.799487,19.0,373.657142
Ivan Provorov,6,CBJ,38,L,D,1.0,BOS,01:55,10,2024-01-02,3.453449,0.15384,0.80952,119.0,139.0,4.53124,0.27358,0.8582,112,91,0,16.0,0.42105,2.73684,291.0,133.0,308.0,486.0,3.375551,20.0,281.552631,29.0,0.82857,3.02857,274.571428,161.0,383.0,656.0,3.799487,19.0,373.657142
Dmitri Voronkov,2,CBJ,32,L,L,1.0,BOS,02:21,11,2024-01-02,3.453449,0.15384,0.80952,119.0,139.0,4.53124,0.27358,0.8582,112,91,0,16.0,0.42105,2.73684,291.0,133.0,308.0,486.0,3.375551,20.0,281.552631,29.0,0.82857,3.02857,274.571428,161.0,383.0,656.0,3.799487,19.0,373.657142
Michael Bunting,12,CAR,36,L,L,1.0,NYR,03:14,12,2024-01-02,3.847038,0.26562,0.82644,123.0,115.0,3.900355,0.30909,0.84905,120,94,0,34.0,0.91891,3.45945,321.594594,144.0,344.0,557.0,4.034047,21.0,320.432432,34.0,0.97142,3.14285,288.742857,138.0,332.0,569.0,4.154726,16.0,311.885714
Brent Burns,9,CAR,37,R,D,1.0,NYR,03:14,13,2024-01-02,3.847038,0.26562,0.82644,123.0,115.0,3.900355,0.30909,0.84905,120,94,1,34.0,0.91891,3.45945,321.594594,144.0,344.0,557.0,4.034047,21.0,320.432432,34.0,0.97142,3.14285,288.742857,138.0,332.0,569.0,4.154726,16.0,311.885714
Seth Jarvis,10,CAR,37,R,C,1.0,NYR,03:14,14,2024-01-02,3.847038,0.26562,0.82644,123.0,115.0,3.900355,0.30909,0.84905,120,94,0,34.0,0.91891,3.45945,321.594594,144.0,344.0,557.0,4.034047,21.0,320.432432,34.0,0.97142,3.14285,288.742857,138.0,332.0,569.0,4.154726,16.0,311.885714
Martin Necas,7,CAR,37,R,C,2.0,NYR,01:46,15,2024-01-02,3.847038,0.26562,0.82644,123.0,115.0,3.900355,0.30909,0.84905,120,94,0,34.0,0.91891,3.45945,321.594594,144.0,344.0,557.0,4.034047,21.0,320.432432,34.0,0.97142,3.14285,288.742857,138.0,332.0,569.0,4.154726,16.0,311.885714
Andrei Svechnikov,10,CAR,22,L,R,1.0,NYR,03:16,16,2024-01-02,3.847038,0.26562,0.82644,123.0,115.0,3.900355,0.30909,0.84905,120,94,1,34.0,0.91891,3.45945,321.594594,144.0,344.0,557.0,4.034047,21.0,320.432432,34.0,0.97142,3.14285,288.742857,138.0,332.0,569.0,4.154726,16.0,311.885714
Teuvo Teravainen,7,CAR,37,L,L,2.0,NYR,01:43,17,2024-01-02,3.847038,0.26562,0.82644,123.0,115.0,3.900355,0.30909,0.84905,120,94,0,34.0,0.91891,3.45945,321.594594,144.0,344.0,557.0,4.034047,21.0,320.432432,34.0,0.97142,3.14285,288.742857,138.0,332.0,569.0,4.154726,16.0,311.885714
Adam Fox,17,NYR,25,R,D,1.0,CAR,03:41,18,2024-01-02,3.900355,0.30909,0.84905,120.0,94.0,3.847038,0.26562,0.82644,123,115,0,34.0,0.97142,3.14285,288.742857,138.0,332.0,569.0,4.154726,16.0,311.885714,34.0,0.91891,3.45945,321.594594,144.0,344.0,557.0,4.034047,21.0,320.432432
Chris Kreider,11,NYR,35,L,L,1.0,CAR,03:37,19,2024-01-02,3.900355,0.30909,0.84905,120.0,94.0,3.847038,0.26562,0.82644,123,115,0,34.0,0.97142,3.14285,288.742857,138.0,332.0,569.0,4.154726,16.0,311.885714,34.0,0.91891,3.45945,321.594594,144.0,344.0,557.0,4.034047,21.0,320.432432
Artemi Panarin,23,NYR,35,R,L,1.0,CAR,03:42,20,2024-01-02,3.900355,0.30909,0.84905,120.0,94.0,3.847038,0.26562,0.82644,123,115,0,34.0,0.97142,3.14285,288.742857,138.0,332.0,569.0,4.154726,16.0,311.885714,34.0,0.91891,3.45945,321.594594,144.0,344.0,557.0,4.034047,21.0,320.432432
Vincent Trocheck,12,NYR,35,R,C,1.0,CAR,03:20,21,2024-01-02,3.900355,0.30909,0.84905,120.0,94.0,3.847038,0.26562,0.82644,123,115,0,34.0,0.97142,3.14285,288.742857,138.0,332.0,569.0,4.154726,16.0,311.885714,34.0,0.91891,3.45945,321.594594,144.0,344.0,557.0,4.034047,21.0,320.432432
Mika Zibanejad,18,NYR,35,R,C,1.0,CAR,03:43,22,2024-01-02,3.900355,0.30909,0.84905,120.0,94.0,3.847038,0.26562,0.82644,123,115,0,34.0,0.97142,3.14285,288.742857,138.0,332.0,569.0,4.154726,16.0,311.885714,34.0,0.91891,3.45945,321.594594,144.0,344.0,557.0,4.034047,21.0,320.432432
John Carlson,7,WSH,34,R,D,1.0,PIT,02:53,23,2024-01-02,3.565438,0.11458,0.82075,78.0,95.0,3.587458,0.13392,0.82882,105,92,0,11.0,0.32352,2.82352,296.0,124.0,284.0,501.0,3.33541,19.0,310.911764,15.0,0.42857,3.2,313.628571,127.0,283.0,485.0,3.672201,19.0,324.171428
Dylan Strome,7,WSH,34,L,C,1.0,PIT,02:25,24,2024-01-02,3.565438,0.11458,0.82075,78.0,95.0,3.587458,0.13392,0.82882,105,92,0,11.0,0.32352,2.82352,296.0,124.0,284.0,501.0,3.33541,19.0,310.911764,15.0,0.42857,3.2,313.628571,127.0,283.0,485.0,3.672201,19.0,324.171428
Tom Wilson,4,WSH,34,R,R,1.0,PIT,02:47,25,2024-01-02,3.565438,0.11458,0.82075,78.0,95.0,3.587458,0.13392,0.82882,105,92,0,11.0,0.32352,2.82352,296.0,124.0,284.0,501.0,3.33541,19.0,310.911764,15.0,0.42857,3.2,313.628571,127.0,283.0,485.0,3.672201,19.0,324.171428
Sidney Crosby,8,PIT,35,L,C,1.0,WSH,05:04,26,2024-01-02,3.587458,0.13392,0.82882,105.0,92.0,3.565438,0.11458,0.82075,78,95,1,15.0,0.42857,3.2,313.628571,127.0,283.0,485.0,3.672201,19.0,324.171428,11.0,0.32352,2.82352,296.0,124.0,284.0,501.0,3.33541,19.0,310.911764
Jake Guentzel,8,PIT,35,L,L,1.0,WSH,05:17,27,2024-01-02,3.587458,0.13392,0.82882,105.0,92.0,3.565438,0.11458,0.82075,78,95,1,15.0,0.42857,3.2,313.628571,127.0,283.0,485.0,3.672201,19.0,324.171428,11.0,0.32352,2.82352,296.0,124.0,284.0,501.0,3.33541,19.0,310.911764
Evgeni Malkin,9,PIT,35,L,C,1.0,WSH,05:22,28,2024-01-02,3.587458,0.13392,0.82882,105.0,92.0,3.565438,0.11458,0.82075,78,95,1,15.0,0.42857,3.2,313.628571,127.0,283.0,485.0,3.672201,19.0,324.171428,11.0,0.32352,2.82352,296.0,124.0,284.0,501.0,3.33541,19.0,310.911764
Valtteri Puustinen,1,PIT,10,R,R,,WSH,03:06,29,2024-01-02,3.587458,0.13392,0.82882,105.0,92.0,3.565438,0.11458,0.82075,78,95,0,15.0,0.42857,3.2,313.628571,127.0,283.0,485.0,3.672201,19.0,324.171428,11.0,0.32352,2.82352,296.0,124.0,284.0,501.0,3.33541,19.0,310.911764
Rickard Rakell,2,PIT,23,R,R,1.0,WSH,03:37,30,2024-01-02,3.587458,0.13392,0.82882,105.0,92.0,3.565438,0.11458,0.82075,78,95,0,15.0,0.42857,3.2,313.628571,127.0,283.0,485.0,3.672201,19.0,324.171428,11.0,0.32352,2.82352,296.0,124.0,284.0,501.0,3.33541,19.0,310.911764
Bryan Rust,0,PIT,22,R,R,2.0,WSH,02:28,31,2024-01-02,3.587458,0.13392,0.82882,105.0,92.0,3.565438,0.11458,0.82075,78,95,0,15.0,0.42857,3.2,313.628571,127.0,283.0,485.0,3.672201,19.0,324.171428,11.0,0.32352,2.82352,296.0,124.0,284.0,501.0,3.33541,19.0,310.911764
Reilly Smith,6,PIT,35,L,R,2.0,WSH,02:03,32,2024-01-02,3.587458,0.13392,0.82882,105.0,92.0,3.565438,0.11458,0.82075,78,95,0,15.0,0.42857,3.2,313.628571,127.0,283.0,485.0,3.672201,19.0,324.171428,11.0,0.32352,2.82352,296.0,124.0,284.0,501.0,3.33541,19.0,310.911764
Rasmus Andersson,3,CGY,32,R,D,1.0,MIN,05:06,33,2024-01-02,3.670255,0.12068,0.8421,107.0,116.0,4.62815,0.18644,0.7258,107,111,0,14.0,0.38888,3.22222,324.027777,134.0,313.0,521.0,3.725035,18.0,305.583333,22.0,0.62857,3.37142,343.257142,165.0,429.0,735.0,4.403755,34.0,342.971428
Mikael Backlund,1,CGY,36,L,C,2.0,MIN,02:32,34,2024-01-02,3.670255,0.12068,0.8421,107.0,116.0,4.62815,0.18644,0.7258,107,111,0,14.0,0.38888,3.22222,324.027777,134.0,313.0,521.0,3.725035,18.0,305.583333,22.0,0.62857,3.37142,343.257142,165.0,429.0,735.0,4.403755,34.0,342.971428
Blake Coleman,1,CGY,36,L,C,2.0,MIN,02:29,35,2024-01-02,3.670255,0.12068,0.8421,107.0,116.0,4.62815,0.18644,0.7258,107,111,0,14.0,0.38888,3.22222,324.027777,134.0,313.0,521.0,3.725035,18.0,305.583333,22.0,0.62857,3.37142,343.257142,165.0,429.0,735.0,4.403755,34.0,342.971428
Noah Hanifin,4,CGY,36,L,D,2.0,MIN,00:58,36,2024-01-02,3.670255,0.12068,0.8421,107.0,116.0,4.62815,0.18644,0.7258,107,111,0,14.0,0.38888,3.22222,324.027777,134.0,313.0,521.0,3.725035,18.0,305.583333,22.0,0.62857,3.37142,343.257142,165.0,429.0,735.0,4.403755,34.0,342.971428
Jonathan Huberdeau,3,CGY,36,L,C,2.0,MIN,02:25,37,2024-01-02,3.670255,0.12068,0.8421,107.0,116.0,4.62815,0.18644,0.7258,107,111,0,14.0,0.38888,3.22222,324.027777,134.0,313.0,521.0,3.725035,18.0,305.583333,22.0,0.62857,3.37142,343.257142,165.0,429.0,735.0,4.403755,34.0,342.971428
Nazem Kadri,5,CGY,36,L,C,1.0,MIN,04:59,38,2024-01-02,3.670255,0.12068,0.8421,107.0,116.0,4.62815,0.18644,0.7258,107,111,0,14.0,0.38888,3.22222,324.027777,134.0,313.0,521.0,3.725035,18.0,305.583333,22.0,0.62857,3.37142,343.257142,165.0,429.0,735.0,4.403755,34.0,342.971428
Elias Lindholm,5,CGY,36,R,C,1.0,MIN,04:59,39,2024-01-02,3.670255,0.12068,0.8421,107.0,116.0,4.62815,0.18644,0.7258,107,111,0,14.0,0.38888,3.22222,324.027777,134.0,313.0,521.0,3.725035,18.0,305.583333,22.0,0.62857,3.37142,343.257142,165.0,429.0,735.0,4.403755,34.0,342.971428
Yegor Sharangovich,3,CGY,36,L,C,1.0,MIN,04:53,40,2024-01-02,3.670255,0.12068,0.8421,107.0,116.0,4.62815,0.18644,0.7258,107,111,0,14.0,0.38888,3.22222,324.027777,134.0,313.0,521.0,3.725035,18.0,305.583333,22.0,0.62857,3.37142,343.257142,165.0,429.0,735.0,4.403755,34.0,342.971428
MacKenzie Weegar,5,CGY,36,R,D,2.0,MIN,02:22,41,2024-01-02,3.670255,0.12068,0.8421,107.0,116.0,4.62815,0.18644,0.7258,107,111,0,14.0,0.38888,3.22222,324.027777,134.0,313.0,521.0,3.725035,18.0,305.583333,22.0,0.62857,3.37142,343.257142,165.0,429.0,735.0,4.403755,34.0,342.971428
Connor Zary,2,CGY,26,L,C,1.0,MIN,04:55,42,2024-01-02,3.670255,0.12068,0.8421,107.0,116.0,4.62815,0.18644,0.7258,107,111,0,14.0,0.38888,3.22222,324.027777,134.0,313.0,521.0,3.725035,18.0,305.583333,22.0,0.62857,3.37142,343.257142,165.0,429.0,735.0,4.403755,34.0,342.971428
Joel Eriksson Ek,8,MIN,35,L,C,1.0,CGY,04:28,43,2024-01-02,4.62815,0.18644,0.7258,107.0,111.0,3.670255,0.12068,0.8421,107,116,0,22.0,0.62857,3.37142,343.257142,165.0,429.0,735.0,4.403755,34.0,342.971428,14.0,0.38888,3.22222,324.027777,134.0,313.0,521.0,3.725035,18.0,305.583333
Brock Faber,2,MIN,35,R,D,2.0,CGY,03:55,44,2024-01-02,4.62815,0.18644,0.7258,107.0,111.0,3.670255,0.12068,0.8421,107,116,0,22.0,0.62857,3.37142,343.257142,165.0,429.0,735.0,4.403755,34.0,342.971428,14.0,0.38888,3.22222,324.027777,134.0,313.0,521.0,3.725035,18.0,305.583333
Marcus Johansson,4,MIN,35,L,L,2.0,CGY,02:12,45,2024-01-02,4.62815,0.18644,0.7258,107.0,111.0,3.670255,0.12068,0.8421,107,116,0,22.0,0.62857,3.37142,343.257142,165.0,429.0,735.0,4.403755,34.0,342.971428,14.0,0.38888,3.22222,324.027777,134.0,313.0,521.0,3.725035,18.0,305.583333
Marco Rossi,3,MIN,35,L,C,1.0,CGY,04:19,46,2024-01-02,4.62815,0.18644,0.7258,107.0,111.0,3.670255,0.12068,0.8421,107,116,0,22.0,0.62857,3.37142,343.257142,165.0,429.0,735.0,4.403755,34.0,342.971428,14.0,0.38888,3.22222,324.027777,134.0,313.0,521.0,3.725035,18.0,305.583333
Jared Spurgeon,3,MIN,15,R,D,1.0,CGY,02:40,47,2024-01-02,4.62815,0.18644,0.7258,107.0,111.0,3.670255,0.12068,0.8421,107,116,0,22.0,0.62857,3.37142,343.257142,165.0,429.0,735.0,4.403755,34.0,342.971428,14.0,0.38888,3.22222,324.027777,134.0,313.0,521.0,3.725035,18.0,305.583333
Connor Bedard,8,CHI,36,R,C,1.0,NSH,02:23,48,2024-01-02,3.744063,0.13392,0.74782,87.0,136.0,4.025914,0.20769,0.76859,114,116,0,15.0,0.41666,3.11111,313.388888,136.0,314.0,523.0,3.826653,29.0,306.694444,27.0,0.72972,3.51351,338.027027,150.0,385.0,624.0,4.24063,28.0,319.432432
Nick Foligno,5,CHI,36,L,L,1.0,NSH,02:16,49,2024-01-02,3.744063,0.13392,0.74782,87.0,136.0,4.025914,0.20769,0.76859,114,116,0,15.0,0.41666,3.11111,313.388888,136.0,314.0,523.0,3.826653,29.0,306.694444,27.0,0.72972,3.51351,338.027027,150.0,385.0,624.0,4.24063,28.0,319.432432
Luke Evangelista,3,NSH,36,R,R,2.0,CHI,01:13,50,2024-01-02,4.025914,0.20769,0.76859,114.0,116.0,3.744063,0.13392,0.74782,87,136,0,27.0,0.72972,3.51351,338.027027,150.0,385.0,624.0,4.24063,28.0,319.432432,15.0,0.41666,3.11111,313.388888,136.0,314.0,523.0,3.826653,29.0,306.694444
Filip Forsberg,14,NSH,37,R,L,1.0,CHI,03:11,51,2024-01-02,4.025914,0.20769,0.76859,114.0,116.0,3.744063,0.13392,0.74782,87,136,1,27.0,0.72972,3.51351,338.027027,150.0,385.0,624.0,4.24063,28.0,319.432432,15.0,0.41666,3.11111,313.388888,136.0,314.0,523.0,3.826653,29.0,306.694444
Roman Josi,14,NSH,37,L,D,1.0,CHI,03:18,52,2024-01-02,4.025914,0.20769,0.76859,114.0,116.0,3.744063,0.13392,0.74782,87,136,1,27.0,0.72972,3.51351,338.027027,150.0,385.0,624.0,4.24063,28.0,319.432432,15.0,0.41666,3.11111,313.388888,136.0,314.0,523.0,3.826653,29.0,306.694444
Gustav Nyquist,10,NSH,37,L,C,1.0,CHI,02:42,53,2024-01-02,4.025914,0.20769,0.76859,114.0,116.0,3.744063,0.13392,0.74782,87,136,1,27.0,0.72972,3.51351,338.027027,150.0,385.0,624.0,4.24063,28.0,319.432432,15.0,0.41666,3.11111,313.388888,136.0,314.0,523.0,3.826653,29.0,306.694444
Ryan O'Reilly,15,NSH,37,L,C,1.0,CHI,03:09,54,2024-01-02,4.025914,0.20769,0.76859,114.0,116.0,3.744063,0.13392,0.74782,87,136,1,27.0,0.72972,3.51351,338.027027,150.0,385.0,624.0,4.24063,28.0,319.432432,15.0,0.41666,3.11111,313.388888,136.0,314.0,523.0,3.826653,29.0,306.694444
Colton Sissons,5,NSH,37,R,C,1.0,CHI,02:40,55,2024-01-02,4.025914,0.20769,0.76859,114.0,116.0,3.744063,0.13392,0.74782,87,136,0,27.0,0.72972,3.51351,338.027027,150.0,385.0,624.0,4.24063,28.0,319.432432,15.0,0.41666,3.11111,313.388888,136.0,314.0,523.0,3.826653,29.0,306.694444
Josh Anderson,2,MTL,36,R,R,2.0,DAL,01:28,56,2024-01-02,4.319641,0.18253,0.7258,99.0,122.0,3.374789,0.2233,0.8584,126,106,0,23.0,0.63888,3.5,350.833333,159.0,377.0,628.0,4.373976,34.0,324.583333,23.0,0.65714,2.94285,270.114285,120.0,261.0,447.0,3.206049,16.0,311.8
Cole Caufield,11,MTL,36,R,R,1.0,DAL,02:50,57,2024-01-02,4.319641,0.18253,0.7258,99.0,122.0,3.374789,0.2233,0.8584,126,106,1,23.0,0.63888,3.5,350.833333,159.0,377.0,628.0,4.373976,34.0,324.583333,23.0,0.65714,2.94285,270.114285,120.0,261.0,447.0,3.206049,16.0,311.8
Sean Monahan,10,MTL,36,L,C,1.0,DAL,02:44,58,2024-01-02,4.319641,0.18253,0.7258,99.0,122.0,3.374789,0.2233,0.8584,126,106,1,23.0,0.63888,3.5,350.833333,159.0,377.0,628.0,4.373976,34.0,324.583333,23.0,0.65714,2.94285,270.114285,120.0,261.0,447.0,3.206049,16.0,311.8
Juraj Slafkovsky,2,MTL,36,L,L,1.0,DAL,03:00,59,2024-01-02,4.319641,0.18253,0.7258,99.0,122.0,3.374789,0.2233,0.8584,126,106,0,23.0,0.63888,3.5,350.833333,159.0,377.0,628.0,4.373976,34.0,324.583333,23.0,0.65714,2.94285,270.114285,120.0,261.0,447.0,3.206049,16.0,311.8
Jamie Benn,7,DAL,35,L,L,1.0,MTL,02:08,60,2024-01-02,3.374789,0.2233,0.8584,126.0,106.0,4.319641,0.18253,0.7258,99,122,0,23.0,0.65714,2.94285,270.114285,120.0,261.0,447.0,3.206049,16.0,311.8,23.0,0.63888,3.5,350.833333,159.0,377.0,628.0,4.373976,34.0,324.583333
Matt Duchene,6,DAL,34,L,C,2.0,MTL,02:14,61,2024-01-02,3.374789,0.2233,0.8584,126.0,106.0,4.319641,0.18253,0.7258,99,122,0,23.0,0.65714,2.94285,270.114285,120.0,261.0,447.0,3.206049,16.0,311.8,23.0,0.63888,3.5,350.833333,159.0,377.0,628.0,4.373976,34.0,324.583333
Miro Heiskanen,9,DAL,35,L,D,1.0,MTL,03:19,62,2024-01-02,3.374789,0.2233,0.8584,126.0,106.0,4.319641,0.18253,0.7258,99,122,0,23.0,0.65714,2.94285,270.114285,120.0,261.0,447.0,3.206049,16.0,311.8,23.0,0.63888,3.5,350.833333,159.0,377.0,628.0,4.373976,34.0,324.583333
Roope Hintz,10,DAL,33,L,C,1.0,MTL,02:18,63,2024-01-02,3.374789,0.2233,0.8584,126.0,106.0,4.319641,0.18253,0.7258,99,122,0,23.0,0.65714,2.94285,270.114285,120.0,261.0,447.0,3.206049,16.0,311.8,23.0,0.63888,3.5,350.833333,159.0,377.0,628.0,4.373976,34.0,324.583333
Wyatt Johnston,4,DAL,35,R,C,2.0,MTL,02:02,64,2024-01-02,3.374789,0.2233,0.8584,126.0,106.0,4.319641,0.18253,0.7258,99,122,0,23.0,0.65714,2.94285,270.114285,120.0,261.0,447.0,3.206049,16.0,311.8,23.0,0.63888,3.5,350.833333,159.0,377.0,628.0,4.373976,34.0,324.583333
Joe Pavelski,10,DAL,35,R,C,1.0,MTL,02:31,65,2024-01-02,3.374789,0.2233,0.8584,126.0,106.0,4.319641,0.18253,0.7258,99,122,0,23.0,0.65714,2.94285,270.114285,120.0,261.0,447.0,3.206049,16.0,311.8,23.0,0.63888,3.5,350.833333,159.0,377.0,628.0,4.373976,34.0,324.583333
Jason Robertson,11,DAL,35,L,L,2.0,MTL,02:36,66,2024-01-02,3.374789,0.2233,0.8584,126.0,106.0,4.319641,0.18253,0.7258,99,122,0,23.0,0.65714,2.94285,270.114285,120.0,261.0,447.0,3.206049,16.0,311.8,23.0,0.63888,3.5,350.833333,159.0,377.0,628.0,4.373976,34.0,324.583333
Tyler Seguin,2,DAL,35,R,C,2.0,MTL,01:57,67,2024-01-02,3.374789,0.2233,0.8584,126.0,106.0,4.319641,0.18253,0.7258,99,122,0,23.0,0.65714,2.94285,270.114285,120.0,261.0,447.0,3.206049,16.0,311.8,23.0,0.63888,3.5,350.833333,159.0,377.0,628.0,4.373976,34.0,324.583333
Brandon Hagel,4,TBL,38,L,L,2.0,WPG,01:10,68,2024-01-02,4.068386,0.28925,0.79816,124.0,131.0,3.653528,0.17272,0.75,117,87,0,35.0,0.92105,3.18421,295.342105,156.0,431.0,680.0,4.198783,22.0,278.473684,19.0,0.54285,3.14285,326.657142,129.0,304.0,521.0,3.936747,26.0,296.885714
Victor Hedman,14,TBL,36,L,D,1.0,WPG,03:35,69,2024-01-02,4.068386,0.28925,0.79816,124.0,131.0,3.653528,0.17272,0.75,117,87,1,35.0,0.92105,3.18421,295.342105,156.0,431.0,680.0,4.198783,22.0,278.473684,19.0,0.54285,3.14285,326.657142,129.0,304.0,521.0,3.936747,26.0,296.885714
Nikita Kucherov,27,TBL,37,L,R,1.0,WPG,03:54,70,2024-01-02,4.068386,0.28925,0.79816,124.0,131.0,3.653528,0.17272,0.75,117,87,1,35.0,0.92105,3.18421,295.342105,156.0,431.0,680.0,4.198783,22.0,278.473684,19.0,0.54285,3.14285,326.657142,129.0,304.0,521.0,3.936747,26.0,296.885714
Brayden Point,14,TBL,38,R,C,1.0,WPG,03:40,71,2024-01-02,4.068386,0.28925,0.79816,124.0,131.0,3.653528,0.17272,0.75,117,87,1,35.0,0.92105,3.18421,295.342105,156.0,431.0,680.0,4.198783,22.0,278.473684,19.0,0.54285,3.14285,326.657142,129.0,304.0,521.0,3.936747,26.0,296.885714
Steven Stamkos,20,TBL,35,R,C,1.0,WPG,03:42,72,2024-01-02,4.068386,0.28925,0.79816,124.0,131.0,3.653528,0.17272,0.75,117,87,1,35.0,0.92105,3.18421,295.342105,156.0,431.0,680.0,4.198783,22.0,278.473684,19.0,0.54285,3.14285,326.657142,129.0,304.0,521.0,3.936747,26.0,296.885714
Nikolaj Ehlers,2,WPG,35,L,L,1.0,TBL,02:47,73,2024-01-02,3.653528,0.17272,0.75,117.0,87.0,4.068386,0.28925,0.79816,124,131,0,19.0,0.54285,3.14285,326.657142,129.0,304.0,521.0,3.936747,26.0,296.885714,35.0,0.92105,3.18421,295.342105,156.0,431.0,680.0,4.198783,22.0,278.473684
Alex Iafallo,5,WPG,35,L,L,1.0,TBL,02:27,74,2024-01-02,3.653528,0.17272,0.75,117.0,87.0,4.068386,0.28925,0.79816,124,131,0,19.0,0.54285,3.14285,326.657142,129.0,304.0,521.0,3.936747,26.0,296.885714,35.0,0.92105,3.18421,295.342105,156.0,431.0,680.0,4.198783,22.0,278.473684
Josh Morrissey,8,WPG,35,L,D,1.0,TBL,02:47,75,2024-01-02,3.653528,0.17272,0.75,117.0,87.0,4.068386,0.28925,0.79816,124,131,0,19.0,0.54285,3.14285,326.657142,129.0,304.0,521.0,3.936747,26.0,296.885714,35.0,0.92105,3.18421,295.342105,156.0,431.0,680.0,4.198783,22.0,278.473684
Nino Niederreiter,3,WPG,35,L,R,2.0,TBL,02:03,76,2024-01-02,3.653528,0.17272,0.75,117.0,87.0,4.068386,0.28925,0.79816,124,131,0,19.0,0.54285,3.14285,326.657142,129.0,304.0,521.0,3.936747,26.0,296.885714,35.0,0.92105,3.18421,295.342105,156.0,431.0,680.0,4.198783,22.0,278.473684
Cole Perfetti,8,WPG,35,L,C,2.0,TBL,01:49,77,2024-01-02,3.653528,0.17272,0.75,117.0,87.0,4.068386,0.28925,0.79816,124,131,0,19.0,0.54285,3.14285,326.657142,129.0,304.0,521.0,3.936747,26.0,296.885714,35.0,0.92105,3.18421,295.342105,156.0,431.0,680.0,4.198783,22.0,278.473684
Neal Pionk,3,WPG,35,R,D,2.0,TBL,01:50,78,2024-01-02,3.653528,0.17272,0.75,117.0,87.0,4.068386,0.28925,0.79816,124,131,0,19.0,0.54285,3.14285,326.657142,129.0,304.0,521.0,3.936747,26.0,296.885714,35.0,0.92105,3.18421,295.342105,156.0,431.0,680.0,4.198783,22.0,278.473684
Mark Scheifele,9,WPG,35,R,C,1.0,TBL,02:52,79,2024-01-02,3.653528,0.17272,0.75,117.0,87.0,4.068386,0.28925,0.79816,124,131,0,19.0,0.54285,3.14285,326.657142,129.0,304.0,521.0,3.936747,26.0,296.885714,35.0,0.92105,3.18421,295.342105,156.0,431.0,680.0,4.198783,22.0,278.473684
Gabriel Vilardi,1,WPG,17,R,C,1.0,TBL,02:48,80,2024-01-02,3.653528,0.17272,0.75,117.0,87.0,4.068386,0.28925,0.79816,124,131,0,19.0,0.54285,3.14285,326.657142,129.0,304.0,521.0,3.936747,26.0,296.885714,35.0,0.92105,3.18421,295.342105,156.0,431.0,680.0,4.198783,22.0,278.473684
Aleksander Barkov,10,FLA,33,L,C,1.0,ARI,03:07,81,2024-01-02,4.257508,0.2,0.83035,107.0,92.0,4.181841,0.23275,0.79439,108,99,1,23.0,0.63888,3.19444,317.972222,154.0,427.0,711.0,4.395739,19.0,303.361111,27.0,0.77142,3.31428,328.0,148.0,390.0,668.0,4.294863,22.0,294.828571
Sam Bennett,5,FLA,24,L,C,2.0,ARI,01:55,82,2024-01-02,4.257508,0.2,0.83035,107.0,92.0,4.181841,0.23275,0.79439,108,99,0,23.0,0.63888,3.19444,317.972222,154.0,427.0,711.0,4.395739,19.0,303.361111,27.0,0.77142,3.31428,328.0,148.0,390.0,668.0,4.294863,22.0,294.828571
Aaron Ekblad,2,FLA,19,R,D,2.0,ARI,01:58,83,2024-01-02,4.257508,0.2,0.83035,107.0,92.0,4.181841,0.23275,0.79439,108,99,0,23.0,0.63888,3.19444,317.972222,154.0,427.0,711.0,4.395739,19.0,303.361111,27.0,0.77142,3.31428,328.0,148.0,390.0,668.0,4.294863,22.0,294.828571
Brandon Montour,3,FLA,20,R,D,1.0,ARI,03:07,84,2024-01-02,4.257508,0.2,0.83035,107.0,92.0,4.181841,0.23275,0.79439,108,99,0,23.0,0.63888,3.19444,317.972222,154.0,427.0,711.0,4.395739,19.0,303.361111,27.0,0.77142,3.31428,328.0,148.0,390.0,668.0,4.294863,22.0,294.828571
Sam Reinhart,13,FLA,36,R,C,1.0,ARI,03:21,85,2024-01-02,4.257508,0.2,0.83035,107.0,92.0,4.181841,0.23275,0.79439,108,99,1,23.0,0.63888,3.19444,317.972222,154.0,427.0,711.0,4.395739,19.0,303.361111,27.0,0.77142,3.31428,328.0,148.0,390.0,668.0,4.294863,22.0,294.828571
