skaterFullName,ppPoints,teamAbbrevs,gamesPlayed,shoots,position,ppUnit,vs,avgPowerplayToi,row,date,team_PEN/GP,team_PP%,team_PK%,team_G,team_GA,enemy_PEN/GP,enemy_PP%,enemy_PK%,enemy_G,enemy_GA,scored,PPGF,PPG/PG,PPO/PG,PPTOI/PG,PEN,PENMin,PENSeconds/PG,PENDrawn/GP,PPGA,PKTIO/PG,PPGF_enemy,PPG/PG_enemy,PPO/PG_enemy,PPTOI/PG_enemy,PEN_enemy,PENMin_enemy,PENSeconds/PG_enemy,PENDrawn/GP_enemy,PPGA_enemy,PKTIO/PG_enemy
Jeff Skinner,5,BUF,26,L,L,1.0,BOS,03:04,6,2023-12-07,4.017515,0.15789,0.81176,74.0,90.0,4.523233,0.22784,0.89011,80,59,0,12.0,0.46153,2.92307,279.461538,105.0,254.0,586.0,3.864467,16.0,319.423076,18.0,0.75,3.29166,305.458333,110.0,258.0,645.0,4.029789,10.0,368.791666
Tage Thompson,4,BUF,17,R,C,1.0,BOS,03:19,7,2023-12-07,4.017515,0.15789,0.81176,74.0,90.0,4.523233,0.22784,0.89011,80,59,0,12.0,0.46153,2.92307,279.461538,105.0,254.0,586.0,3.864467,16.0,319.423076,18.0,0.75,3.29166,305.458333,110.0,258.0,645.0,4.029789,10.0,368.791666
Charlie Coyle,2,BOS,24,R,C,2.0,BUF,02:03,8,2023-12-07,4.523233,0.22784,0.89011,80.0,59.0,4.017515,0.15789,0.81176,74,90,0,18.0,0.75,3.29166,305.458333,110.0,258.0,645.0,4.029789,10.0,368.791666,12.0,0.46153,2.92307,279.461538,105.0,254.0,586.0,3.864467,16.0,319.423076
Jake DeBrusk,1,BOS,23,L,L,2.0,BUF,01:42,9,2023-12-07,4.523233,0.22784,0.89011,80.0,59.0,4.017515,0.15789,0.81176,74,90,0,18.0,0.75,3.29166,305.458333,110.0,258.0,645.0,4.029789,10.0,368.791666,12.0,0.46153,2.92307,279.461538,105.0,254.0,586.0,3.864467,16.0,319.423076
Hampus Lindholm,2,BOS,24,L,D,1.0,BUF,01:42,10,2023-12-07,4.523233,0.22784,0.89011,80.0,59.0,4.017515,0.15789,0.81176,74,90,0,18.0,0.75,3.29166,305.458333,110.0,258.0,645.0,4.029789,10.0,368.791666,12.0,0.46153,2.92307,279.461538,105.0,254.0,586.0,3.864467,16.0,319.423076
Brad Marchand,11,BOS,24,L,L,2.0,BUF,03:38,11,2023-12-07,4.523233,0.22784,0.89011,80.0,59.0,4.017515,0.15789,0.81176,74,90,0,18.0,0.75,3.29166,305.458333,110.0,258.0,645.0,4.029789,10.0,368.791666,12.0,0.46153,2.92307,279.461538,105.0,254.0,586.0,3.864467,16.0,319.423076
Charlie McAvoy,7,BOS,20,R,D,1.0,BUF,03:16,12,2023-12-07,4.523233,0.22784,0.89011,80.0,59.0,4.017515,0.15789,0.81176,74,90,0,18.0,0.75,3.29166,305.458333,110.0,258.0,645.0,4.029789,10.0,368.791666,12.0,0.46153,2.92307,279.461538,105.0,254.0,586.0,3.864467,16.0,319.423076
David Pastrnak,15,BOS,24,R,R,1.0,BUF,03:53,13,2023-12-07,4.523233,0.22784,0.89011,80.0,59.0,4.017515,0.15789,0.81176,74,90,0,18.0,0.75,3.29166,305.458333,110.0,258.0,645.0,4.029789,10.0,368.791666,12.0,0.46153,2.92307,279.461538,105.0,254.0,586.0,3.864467,16.0,319.423076
James van Riemsdyk,7,BOS,23,L,L,,BUF,02:50,14,2023-12-07,4.523233,0.22784,0.89011,80.0,59.0,4.017515,0.15789,0.81176,74,90,0,18.0,0.75,3.29166,305.458333,110.0,258.0,645.0,4.029789,10.0,368.791666,12.0,0.46153,2.92307,279.461538,105.0,254.0,586.0,3.864467,16.0,319.423076
Pavel Zacha,6,BOS,24,L,C,1.0,BUF,03:03,15,2023-12-07,4.523233,0.22784,0.89011,80.0,59.0,4.017515,0.15789,0.81176,74,90,0,18.0,0.75,3.29166,305.458333,110.0,258.0,645.0,4.029789,10.0,368.791666,12.0,0.46153,2.92307,279.461538,105.0,254.0,586.0,3.864467,16.0,319.423076
Quinton Byfield,4,LAK,22,L,R,1.0,MTL,02:23,16,2023-12-07,3.732294,0.1923,0.88405,85.0,51.0,4.541746,0.17777,0.73404,70,87,1,15.0,0.68181,3.54545,369.727272,83.0,190.0,518.0,4.406805,8.0,336.5,16.0,0.64,3.6,364.32,116.0,273.0,655.0,4.424287,25.0,354.2
Phillip Danault,3,LAK,22,L,C,2.0,MTL,01:29,17,2023-12-07,3.732294,0.1923,0.88405,85.0,51.0,4.541746,0.17777,0.73404,70,87,0,15.0,0.68181,3.54545,369.727272,83.0,190.0,518.0,4.406805,8.0,336.5,16.0,0.64,3.6,364.32,116.0,273.0,655.0,4.424287,25.0,354.2
Drew Doughty,3,LAK,22,R,D,1.0,MTL,02:46,18,2023-12-07,3.732294,0.1923,0.88405,85.0,51.0,4.541746,0.17777,0.73404,70,87,0,15.0,0.68181,3.54545,369.727272,83.0,190.0,518.0,4.406805,8.0,336.5,16.0,0.64,3.6,364.32,116.0,273.0,655.0,4.424287,25.0,354.2
Pierre-Luc Dubois,1,LAK,22,L,C,2.0,MTL,01:35,19,2023-12-07,3.732294,0.1923,0.88405,85.0,51.0,4.541746,0.17777,0.73404,70,87,0,15.0,0.68181,3.54545,369.727272,83.0,190.0,518.0,4.406805,8.0,336.5,16.0,0.64,3.6,364.32,116.0,273.0,655.0,4.424287,25.0,354.2
Kevin Fiala,7,LAK,22,L,L,1.0,MTL,02:29,20,2023-12-07,3.732294,0.1923,0.88405,85.0,51.0,4.541746,0.17777,0.73404,70,87,1,15.0,0.68181,3.54545,369.727272,83.0,190.0,518.0,4.406805,8.0,336.5,16.0,0.64,3.6,364.32,116.0,273.0,655.0,4.424287,25.0,354.2
Arthur Kaliyev,3,LAK,20,L,R,2.0,MTL,01:35,21,2023-12-07,3.732294,0.1923,0.88405,85.0,51.0,4.541746,0.17777,0.73404,70,87,0,15.0,0.68181,3.54545,369.727272,83.0,190.0,518.0,4.406805,8.0,336.5,16.0,0.64,3.6,364.32,116.0,273.0,655.0,4.424287,25.0,354.2
Adrian Kempe,5,LAK,22,L,R,1.0,MTL,02:26,22,2023-12-07,3.732294,0.1923,0.88405,85.0,51.0,4.541746,0.17777,0.73404,70,87,0,15.0,0.68181,3.54545,369.727272,83.0,190.0,518.0,4.406805,8.0,336.5,16.0,0.64,3.6,364.32,116.0,273.0,655.0,4.424287,25.0,354.2
Anze Kopitar,5,LAK,22,L,C,1.0,MTL,02:27,23,2023-12-07,3.732294,0.1923,0.88405,85.0,51.0,4.541746,0.17777,0.73404,70,87,1,15.0,0.68181,3.54545,369.727272,83.0,190.0,518.0,4.406805,8.0,336.5,16.0,0.64,3.6,364.32,116.0,273.0,655.0,4.424287,25.0,354.2
Trevor Moore,5,LAK,22,L,L,2.0,MTL,01:32,24,2023-12-07,3.732294,0.1923,0.88405,85.0,51.0,4.541746,0.17777,0.73404,70,87,0,15.0,0.68181,3.54545,369.727272,83.0,190.0,518.0,4.406805,8.0,336.5,16.0,0.64,3.6,364.32,116.0,273.0,655.0,4.424287,25.0,354.2
Josh Anderson,1,MTL,25,R,R,,LAK,01:20,25,2023-12-07,4.541746,0.17777,0.73404,70.0,87.0,3.732294,0.1923,0.88405,85,51,0,16.0,0.64,3.6,364.32,116.0,273.0,655.0,4.424287,25.0,354.2,15.0,0.68181,3.54545,369.727272,83.0,190.0,518.0,4.406805,8.0,336.5
Cole Caufield,9,MTL,25,R,R,1.0,LAK,03:09,26,2023-12-07,4.541746,0.17777,0.73404,70.0,87.0,3.732294,0.1923,0.88405,85,51,0,16.0,0.64,3.6,364.32,116.0,273.0,655.0,4.424287,25.0,354.2,15.0,0.68181,3.54545,369.727272,83.0,190.0,518.0,4.406805,8.0,336.5
Brendan Gallagher,3,MTL,25,R,R,2.0,LAK,01:57,27,2023-12-07,4.541746,0.17777,0.73404,70.0,87.0,3.732294,0.1923,0.88405,85,51,0,16.0,0.64,3.6,364.32,116.0,273.0,655.0,4.424287,25.0,354.2,15.0,0.68181,3.54545,369.727272,83.0,190.0,518.0,4.406805,8.0,336.5
Sean Monahan,7,MTL,25,L,C,1.0,LAK,03:06,28,2023-12-07,4.541746,0.17777,0.73404,70.0,87.0,3.732294,0.1923,0.88405,85,51,0,16.0,0.64,3.6,364.32,116.0,273.0,655.0,4.424287,25.0,354.2,15.0,0.68181,3.54545,369.727272,83.0,190.0,518.0,4.406805,8.0,336.5
Alexander Barabanov,0,SJS,8,L,L,2.0,DET,02:08,29,2023-12-07,4.228795,0.18571,0.71111,52.0,104.0,4.655101,0.23529,0.78022,91,71,0,13.0,0.5,2.6923,265.423076,111.0,275.0,634.0,3.46685,26.0,330.346153,24.0,1.0,4.25,382.958333,113.0,259.0,647.0,5.190644,20.0,342.916666
Calen Addison,6,"MIN,SJS",26,R,D,1.0,DET,02:42,30,2023-12-07,,,,,,4.655101,0.23529,0.78022,91,71,0,,,,,,,,,,,24.0,1.0,4.25,382.958333,113.0,259.0,647.0,5.190644,20.0,342.916666
Anthony Duclair,3,SJS,23,L,L,2.0,DET,01:04,31,2023-12-07,4.228795,0.18571,0.71111,52.0,104.0,4.655101,0.23529,0.78022,91,71,0,13.0,0.5,2.6923,265.423076,111.0,275.0,634.0,3.46685,26.0,330.346153,24.0,1.0,4.25,382.958333,113.0,259.0,647.0,5.190644,20.0,342.916666
William Eklund,4,SJS,26,L,L,1.0,DET,02:50,32,2023-12-07,4.228795,0.18571,0.71111,52.0,104.0,4.655101,0.23529,0.78022,91,71,0,13.0,0.5,2.6923,265.423076,111.0,275.0,634.0,3.46685,26.0,330.346153,24.0,1.0,4.25,382.958333,113.0,259.0,647.0,5.190644,20.0,342.916666
Mikael Granlund,3,SJS,19,L,C,1.0,DET,02:47,33,2023-12-07,4.228795,0.18571,0.71111,52.0,104.0,4.655101,0.23529,0.78022,91,71,0,13.0,0.5,2.6923,265.423076,111.0,275.0,634.0,3.46685,26.0,330.346153,24.0,1.0,4.25,382.958333,113.0,259.0,647.0,5.190644,20.0,342.916666
Tomas Hertl,6,SJS,25,L,C,1.0,DET,02:01,34,2023-12-07,4.228795,0.18571,0.71111,52.0,104.0,4.655101,0.23529,0.78022,91,71,0,13.0,0.5,2.6923,265.423076,111.0,275.0,634.0,3.46685,26.0,330.346153,24.0,1.0,4.25,382.958333,113.0,259.0,647.0,5.190644,20.0,342.916666
Fabian Zetterlund,4,SJS,26,R,L,1.0,DET,02:09,35,2023-12-07,4.228795,0.18571,0.71111,52.0,104.0,4.655101,0.23529,0.78022,91,71,0,13.0,0.5,2.6923,265.423076,111.0,275.0,634.0,3.46685,26.0,330.346153,24.0,1.0,4.25,382.958333,113.0,259.0,647.0,5.190644,20.0,342.916666
Alex DeBrincat,7,DET,24,R,R,1.0,SJS,03:39,36,2023-12-07,4.655101,0.23529,0.78022,91.0,71.0,4.228795,0.18571,0.71111,52,104,0,24.0,1.0,4.25,382.958333,113.0,259.0,647.0,5.190644,20.0,342.916666,13.0,0.5,2.6923,265.423076,111.0,275.0,634.0,3.46685,26.0,330.346153
Robby Fabbri,4,DET,12,L,C,,SJS,02:44,37,2023-12-07,4.655101,0.23529,0.78022,91.0,71.0,4.228795,0.18571,0.71111,52,104,0,24.0,1.0,4.25,382.958333,113.0,259.0,647.0,5.190644,20.0,342.916666,13.0,0.5,2.6923,265.423076,111.0,275.0,634.0,3.46685,26.0,330.346153
Shayne Gostisbehere,10,DET,23,L,D,1.0,SJS,04:09,38,2023-12-07,4.655101,0.23529,0.78022,91.0,71.0,4.228795,0.18571,0.71111,52,104,0,24.0,1.0,4.25,382.958333,113.0,259.0,647.0,5.190644,20.0,342.916666,13.0,0.5,2.6923,265.423076,111.0,275.0,634.0,3.46685,26.0,330.346153
Dylan Larkin,13,DET,22,L,C,1.0,SJS,04:18,39,2023-12-07,4.655101,0.23529,0.78022,91.0,71.0,4.228795,0.18571,0.71111,52,104,0,24.0,1.0,4.25,382.958333,113.0,259.0,647.0,5.190644,20.0,342.916666,13.0,0.5,2.6923,265.423076,111.0,275.0,634.0,3.46685,26.0,330.346153
David Perron,7,DET,24,R,L,1.0,SJS,04:40,40,2023-12-07,4.655101,0.23529,0.78022,91.0,71.0,4.228795,0.18571,0.71111,52,104,0,24.0,1.0,4.25,382.958333,113.0,259.0,647.0,5.190644,20.0,342.916666,13.0,0.5,2.6923,265.423076,111.0,275.0,634.0,3.46685,26.0,330.346153
Lucas Raymond,5,DET,24,R,L,2.0,SJS,04:47,41,2023-12-07,4.655101,0.23529,0.78022,91.0,71.0,4.228795,0.18571,0.71111,52,104,0,24.0,1.0,4.25,382.958333,113.0,259.0,647.0,5.190644,20.0,342.916666,13.0,0.5,2.6923,265.423076,111.0,275.0,634.0,3.46685,26.0,330.346153
Moritz Seider,11,DET,24,R,D,2.0,SJS,02:45,42,2023-12-07,4.655101,0.23529,0.78022,91.0,71.0,4.228795,0.18571,0.71111,52,104,0,24.0,1.0,4.25,382.958333,113.0,259.0,647.0,5.190644,20.0,342.916666,13.0,0.5,2.6923,265.423076,111.0,275.0,634.0,3.46685,26.0,330.346153
Daniel Sprong,4,DET,24,R,R,2.0,SJS,02:23,43,2023-12-07,4.655101,0.23529,0.78022,91.0,71.0,4.228795,0.18571,0.71111,52,104,0,24.0,1.0,4.25,382.958333,113.0,259.0,647.0,5.190644,20.0,342.916666,13.0,0.5,2.6923,265.423076,111.0,275.0,634.0,3.46685,26.0,330.346153
Tyler Bertuzzi,2,TOR,22,L,L,2.0,OTT,01:20,44,2023-12-07,3.913282,0.24242,0.79166,72.0,73.0,4.909226,0.17647,0.73529,69,65,0,16.0,0.72727,3.0,281.090909,89.0,220.0,600.0,3.473587,15.0,328.090909,15.0,0.75,4.25,428.05,99.0,294.0,882.0,5.752224,18.0,305.9
Mitchell Marner,8,TOR,22,R,R,1.0,OTT,03:31,45,2023-12-07,3.913282,0.24242,0.79166,72.0,73.0,4.909226,0.17647,0.73529,69,65,0,16.0,0.72727,3.0,281.090909,89.0,220.0,600.0,3.473587,15.0,328.090909,15.0,0.75,4.25,428.05,99.0,294.0,882.0,5.752224,18.0,305.9
Auston Matthews,8,TOR,22,L,C,1.0,OTT,03:37,46,2023-12-07,3.913282,0.24242,0.79166,72.0,73.0,4.909226,0.17647,0.73529,69,65,0,16.0,0.72727,3.0,281.090909,89.0,220.0,600.0,3.473587,15.0,328.090909,15.0,0.75,4.25,428.05,99.0,294.0,882.0,5.752224,18.0,305.9
William Nylander,11,TOR,22,R,R,1.0,OTT,03:42,47,2023-12-07,3.913282,0.24242,0.79166,72.0,73.0,4.909226,0.17647,0.73529,69,65,0,16.0,0.72727,3.0,281.090909,89.0,220.0,600.0,3.473587,15.0,328.090909,15.0,0.75,4.25,428.05,99.0,294.0,882.0,5.752224,18.0,305.9
Morgan Rielly,4,TOR,22,L,D,1.0,OTT,03:19,48,2023-12-07,3.913282,0.24242,0.79166,72.0,73.0,4.909226,0.17647,0.73529,69,65,0,16.0,0.72727,3.0,281.090909,89.0,220.0,600.0,3.473587,15.0,328.090909,15.0,0.75,4.25,428.05,99.0,294.0,882.0,5.752224,18.0,305.9
John Tavares,6,TOR,22,L,C,1.0,OTT,03:18,49,2023-12-07,3.913282,0.24242,0.79166,72.0,73.0,4.909226,0.17647,0.73529,69,65,0,16.0,0.72727,3.0,281.090909,89.0,220.0,600.0,3.473587,15.0,328.090909,15.0,0.75,4.25,428.05,99.0,294.0,882.0,5.752224,18.0,305.9
Drake Batherson,6,OTT,20,R,R,1.0,TOR,03:31,50,2023-12-07,4.909226,0.17647,0.73529,69.0,65.0,3.913282,0.24242,0.79166,72,73,0,15.0,0.75,4.25,428.05,99.0,294.0,882.0,5.752224,18.0,305.9,16.0,0.72727,3.0,281.090909,89.0,220.0,600.0,3.473587,15.0,328.090909
Jakob Chychrun,6,OTT,20,L,D,2.0,TOR,03:01,51,2023-12-07,4.909226,0.17647,0.73529,69.0,65.0,3.913282,0.24242,0.79166,72,73,0,15.0,0.75,4.25,428.05,99.0,294.0,882.0,5.752224,18.0,305.9,16.0,0.72727,3.0,281.090909,89.0,220.0,600.0,3.473587,15.0,328.090909
Claude Giroux,4,OTT,20,R,R,2.0,TOR,03:07,52,2023-12-07,4.909226,0.17647,0.73529,69.0,65.0,3.913282,0.24242,0.79166,72,73,0,15.0,0.75,4.25,428.05,99.0,294.0,882.0,5.752224,18.0,305.9,16.0,0.72727,3.0,281.090909,89.0,220.0,600.0,3.473587,15.0,328.090909
Dominik Kubalik,2,OTT,20,L,L,2.0,TOR,02:47,53,2023-12-07,4.909226,0.17647,0.73529,69.0,65.0,3.913282,0.24242,0.79166,72,73,0,15.0,0.75,4.25,428.05,99.0,294.0,882.0,5.752224,18.0,305.9,16.0,0.72727,3.0,281.090909,89.0,220.0,600.0,3.473587,15.0,328.090909
Josh Norris,6,OTT,17,L,C,1.0,TOR,03:41,54,2023-12-07,4.909226,0.17647,0.73529,69.0,65.0,3.913282,0.24242,0.79166,72,73,0,15.0,0.75,4.25,428.05,99.0,294.0,882.0,5.752224,18.0,305.9,16.0,0.72727,3.0,281.090909,89.0,220.0,600.0,3.473587,15.0,328.090909
Jake Sanderson,3,OTT,20,L,D,1.0,TOR,03:36,55,2023-12-07,4.909226,0.17647,0.73529,69.0,65.0,3.913282,0.24242,0.79166,72,73,0,15.0,0.75,4.25,428.05,99.0,294.0,882.0,5.752224,18.0,305.9,16.0,0.72727,3.0,281.090909,89.0,220.0,600.0,3.473587,15.0,328.090909
Vladimir Tarasenko,3,OTT,20,L,R,2.0,TOR,02:59,56,2023-12-07,4.909226,0.17647,0.73529,69.0,65.0,3.913282,0.24242,0.79166,72,73,0,15.0,0.75,4.25,428.05,99.0,294.0,882.0,5.752224,18.0,305.9,16.0,0.72727,3.0,281.090909,89.0,220.0,600.0,3.473587,15.0,328.090909
Brady Tkachuk,7,OTT,20,L,L,1.0,TOR,03:37,57,2023-12-07,4.909226,0.17647,0.73529,69.0,65.0,3.913282,0.24242,0.79166,72,73,0,15.0,0.75,4.25,428.05,99.0,294.0,882.0,5.752224,18.0,305.9,16.0,0.72727,3.0,281.090909,89.0,220.0,600.0,3.473587,15.0,328.090909
Emil Bemstrom,3,CBJ,12,R,R,2.0,NYI,02:18,58,2023-12-07,3.482582,0.1375,0.87179,77.0,91.0,3.550416,0.25373,0.73333,68,77,0,11.0,0.4074,2.96296,318.777777,95.0,202.0,448.0,3.555899,10.0,294.888888,17.0,0.70833,2.79166,242.041666,87.0,193.0,482.0,3.223941,20.0,278.041666
Adam Fantilli,2,CBJ,27,L,C,1.0,NYI,01:52,59,2023-12-07,3.482582,0.1375,0.87179,77.0,91.0,3.550416,0.25373,0.73333,68,77,0,11.0,0.4074,2.96296,318.777777,95.0,202.0,448.0,3.555899,10.0,294.888888,17.0,0.70833,2.79166,242.041666,87.0,193.0,482.0,3.223941,20.0,278.041666
Johnny Gaudreau,5,CBJ,27,L,L,2.0,NYI,03:00,60,2023-12-07,3.482582,0.1375,0.87179,77.0,91.0,3.550416,0.25373,0.73333,68,77,0,11.0,0.4074,2.96296,318.777777,95.0,202.0,448.0,3.555899,10.0,294.888888,17.0,0.70833,2.79166,242.041666,87.0,193.0,482.0,3.223941,20.0,278.041666
Boone Jenner,4,CBJ,27,L,C,1.0,NYI,02:46,61,2023-12-07,3.482582,0.1375,0.87179,77.0,91.0,3.550416,0.25373,0.73333,68,77,0,11.0,0.4074,2.96296,318.777777,95.0,202.0,448.0,3.555899,10.0,294.888888,17.0,0.70833,2.79166,242.041666,87.0,193.0,482.0,3.223941,20.0,278.041666
Ivan Provorov,5,CBJ,27,L,D,2.0,NYI,01:02,62,2023-12-07,3.482582,0.1375,0.87179,77.0,91.0,3.550416,0.25373,0.73333,68,77,0,11.0,0.4074,2.96296,318.777777,95.0,202.0,448.0,3.555899,10.0,294.888888,17.0,0.70833,2.79166,242.041666,87.0,193.0,482.0,3.223941,20.0,278.041666
Zach Werenski,3,CBJ,25,L,D,1.0,NYI,02:50,63,2023-12-07,3.482582,0.1375,0.87179,77.0,91.0,3.550416,0.25373,0.73333,68,77,0,11.0,0.4074,2.96296,318.777777,95.0,202.0,448.0,3.555899,10.0,294.888888,17.0,0.70833,2.79166,242.041666,87.0,193.0,482.0,3.223941,20.0,278.041666
Mathew Barzal,9,NYI,23,R,C,1.0,CBJ,02:59,64,2023-12-07,3.550416,0.25373,0.73333,68.0,77.0,3.482582,0.1375,0.87179,77,91,1,17.0,0.70833,2.79166,242.041666,87.0,193.0,482.0,3.223941,20.0,278.041666,11.0,0.4074,2.96296,318.777777,95.0,202.0,448.0,3.555899,10.0,294.888888
Noah Dobson,11,NYI,24,R,D,1.0,CBJ,03:03,65,2023-12-07,3.550416,0.25373,0.73333,68.0,77.0,3.482582,0.1375,0.87179,77,91,0,17.0,0.70833,2.79166,242.041666,87.0,193.0,482.0,3.223941,20.0,278.041666,11.0,0.4074,2.96296,318.777777,95.0,202.0,448.0,3.555899,10.0,294.888888
Bo Horvat,6,NYI,23,L,C,1.0,CBJ,03:04,66,2023-12-07,3.550416,0.25373,0.73333,68.0,77.0,3.482582,0.1375,0.87179,77,91,0,17.0,0.70833,2.79166,242.041666,87.0,193.0,482.0,3.223941,20.0,278.041666,11.0,0.4074,2.96296,318.777777,95.0,202.0,448.0,3.555899,10.0,294.888888
Anders Lee,2,NYI,24,L,L,2.0,CBJ,01:55,67,2023-12-07,3.550416,0.25373,0.73333,68.0,77.0,3.482582,0.1375,0.87179,77,91,0,17.0,0.70833,2.79166,242.041666,87.0,193.0,482.0,3.223941,20.0,278.041666,11.0,0.4074,2.96296,318.777777,95.0,202.0,448.0,3.555899,10.0,294.888888
Brock Nelson,6,NYI,24,L,C,1.0,CBJ,02:47,68,2023-12-07,3.550416,0.25373,0.73333,68.0,77.0,3.482582,0.1375,0.87179,77,91,1,17.0,0.70833,2.79166,242.041666,87.0,193.0,482.0,3.223941,20.0,278.041666,11.0,0.4074,2.96296,318.777777,95.0,202.0,448.0,3.555899,10.0,294.888888
Kyle Palmieri,8,NYI,24,R,C,1.0,CBJ,02:38,69,2023-12-07,3.550416,0.25373,0.73333,68.0,77.0,3.482582,0.1375,0.87179,77,91,1,17.0,0.70833,2.79166,242.041666,87.0,193.0,482.0,3.223941,20.0,278.041666,11.0,0.4074,2.96296,318.777777,95.0,202.0,448.0,3.555899,10.0,294.888888
Jamie Benn,4,DAL,24,L,L,1.0,WSH,01:22,70,2023-12-07,3.626664,0.23611,0.87654,82.0,70.0,3.817651,0.07812,0.78873,50,65,1,17.0,0.70833,3.0,266.0,88.0,195.0,487.0,3.379391,10.0,335.375,5.0,0.22727,2.90909,316.136363,85.0,182.0,496.0,3.593083,15.0,324.227272
Matt Duchene,6,DAL,23,L,C,2.0,WSH,01:19,71,2023-12-07,3.626664,0.23611,0.87654,82.0,70.0,3.817651,0.07812,0.78873,50,65,0,17.0,0.70833,3.0,266.0,88.0,195.0,487.0,3.379391,10.0,335.375,5.0,0.22727,2.90909,316.136363,85.0,182.0,496.0,3.593083,15.0,324.227272
Miro Heiskanen,7,DAL,24,L,D,1.0,WSH,02:24,72,2023-12-07,3.626664,0.23611,0.87654,82.0,70.0,3.817651,0.07812,0.78873,50,65,0,17.0,0.70833,3.0,266.0,88.0,195.0,487.0,3.379391,10.0,335.375,5.0,0.22727,2.90909,316.136363,85.0,182.0,496.0,3.593083,15.0,324.227272
Roope Hintz,6,DAL,23,L,C,1.0,WSH,01:24,73,2023-12-07,3.626664,0.23611,0.87654,82.0,70.0,3.817651,0.07812,0.78873,50,65,1,17.0,0.70833,3.0,266.0,88.0,195.0,487.0,3.379391,10.0,335.375,5.0,0.22727,2.90909,316.136363,85.0,182.0,496.0,3.593083,15.0,324.227272
Wyatt Johnston,4,DAL,24,R,C,1.0,WSH,01:27,74,2023-12-07,3.626664,0.23611,0.87654,82.0,70.0,3.817651,0.07812,0.78873,50,65,0,17.0,0.70833,3.0,266.0,88.0,195.0,487.0,3.379391,10.0,335.375,5.0,0.22727,2.90909,316.136363,85.0,182.0,496.0,3.593083,15.0,324.227272
Joe Pavelski,7,DAL,24,R,C,1.0,WSH,01:21,75,2023-12-07,3.626664,0.23611,0.87654,82.0,70.0,3.817651,0.07812,0.78873,50,65,0,17.0,0.70833,3.0,266.0,88.0,195.0,487.0,3.379391,10.0,335.375,5.0,0.22727,2.90909,316.136363,85.0,182.0,496.0,3.593083,15.0,324.227272
Jason Robertson,8,DAL,24,L,L,1.0,WSH,01:38,76,2023-12-07,3.626664,0.23611,0.87654,82.0,70.0,3.817651,0.07812,0.78873,50,65,1,17.0,0.70833,3.0,266.0,88.0,195.0,487.0,3.379391,10.0,335.375,5.0,0.22727,2.90909,316.136363,85.0,182.0,496.0,3.593083,15.0,324.227272
John Carlson,4,WSH,22,R,D,1.0,DAL,02:56,77,2023-12-07,3.817651,0.07812,0.78873,50.0,65.0,3.626664,0.23611,0.87654,82,70,0,5.0,0.22727,2.90909,316.136363,85.0,182.0,496.0,3.593083,15.0,324.227272,17.0,0.70833,3.0,266.0,88.0,195.0,487.0,3.379391,10.0,335.375
Evgeny Kuznetsov,2,WSH,19,L,C,2.0,DAL,02:53,78,2023-12-07,3.817651,0.07812,0.78873,50.0,65.0,3.626664,0.23611,0.87654,82,70,0,5.0,0.22727,2.90909,316.136363,85.0,182.0,496.0,3.593083,15.0,324.227272,17.0,0.70833,3.0,266.0,88.0,195.0,487.0,3.379391,10.0,335.375
Anthony Mantha,0,WSH,18,L,R,2.0,DAL,02:15,79,2023-12-07,3.817651,0.07812,0.78873,50.0,65.0,3.626664,0.23611,0.87654,82,70,1,5.0,0.22727,2.90909,316.136363,85.0,182.0,496.0,3.593083,15.0,324.227272,17.0,0.70833,3.0,266.0,88.0,195.0,487.0,3.379391,10.0,335.375
Dylan Strome,2,WSH,22,L,C,2.0,DAL,02:00,80,2023-12-07,3.817651,0.07812,0.78873,50.0,65.0,3.626664,0.23611,0.87654,82,70,1,5.0,0.22727,2.90909,316.136363,85.0,182.0,496.0,3.593083,15.0,324.227272,17.0,0.70833,3.0,266.0,88.0,195.0,487.0,3.379391,10.0,335.375
Tom Wilson,3,WSH,22,R,R,1.0,DAL,02:37,81,2023-12-07,3.817651,0.07812,0.78873,50.0,65.0,3.626664,0.23611,0.87654,82,70,0,5.0,0.22727,2.90909,316.136363,85.0,182.0,496.0,3.593083,15.0,324.227272,17.0,0.70833,3.0,266.0,88.0,195.0,487.0,3.379391,10.0,335.375
Victor Hedman,11,TBL,27,L,D,1.0,NSH,03:14,82,2023-12-07,3.969453,0.31868,0.8375,90.0,94.0,3.78122,0.19791,0.73684,79,80,0,29.0,1.07407,3.37037,307.481481,108.0,293.0,651.0,4.263486,13.0,293.407407,19.0,0.76,3.84,375.96,95.0,231.0,554.0,4.497661,20.0,284.88
Nikita Kucherov,22,TBL,26,L,R,1.0,NSH,04:29,83,2023-12-07,3.969453,0.31868,0.8375,90.0,94.0,3.78122,0.19791,0.73684,79,80,0,29.0,1.07407,3.37037,307.481481,108.0,293.0,651.0,4.263486,13.0,293.407407,19.0,0.76,3.84,375.96,95.0,231.0,554.0,4.497661,20.0,284.88
Brayden Point,13,TBL,27,R,C,1.0,NSH,03:52,84,2023-12-07,3.969453,0.31868,0.8375,90.0,94.0,3.78122,0.19791,0.73684,79,80,0,29.0,1.07407,3.37037,307.481481,108.0,293.0,651.0,4.263486,13.0,293.407407,19.0,0.76,3.84,375.96,95.0,231.0,554.0,4.497661,20.0,284.88
